Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,Temp. (K),Emission max. (nm),Excitation source ,Reference,MP-ID,ICSD-ID,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,electronegativity_diff_ratio,radius_mismatch,electron_density,mass_to_charge,ionic_radius_emission_center,EN_ligand_avg,ionic_radius_substituted,avg_ionic_radius_host,avg_EN_host,avg_atomic_number_host,avg_group_host,avg_s_electrons,avg_p_electrons,avg_d_electrons,avg_f_electrons
Ca2.95Mo0.2W0.8O6Eu0.05,Ca2.95Mo0.2W0.8O6,Eu,3,0.05,298,613,465,https://doi.org/10.1016/j.jlumin.2020.117212,"mp-781505,mp-779906", icsd-262323,0.603015075,0.020100503,0.582914573,144,74,8,66,335.8574,183.84,15.9994,167.8406,5.2,1.8,0.6,1.2,8.96,3.44,1,2.44,15,5,2,3,34.68767047,13.618055,6.11315547,7.50489953,0.272321428,0.23076923,2.884615379,2.332343055,1.087,3.44,1.14,1.175008375,2.604020101,17.54773869,10.84422111,5.929648241,8.261306533,2.231155779,1.125628141
Ca2.93Mo0.2W0.8O6Eu0.07,Ca2.93Mo0.2W0.8O6,Eu,3,0.07,298,613,465,https://doi.org/10.1016/j.jlumin.2020.117212,"mp-781505,mp-779906", icsd-262323,0.604229607,0.020140987,0.58408862,144,74,8,66,335.8574,183.84,15.9994,167.8406,5.2,1.8,0.6,1.2,8.96,3.44,1,2.44,15,5,2,3,34.68767047,13.618055,6.11315547,7.50489953,0.272321428,0.23076923,2.884615379,2.332343055,1.087,3.44,1.14,1.175078886,2.607250755,17.5427996,10.86203424,5.925478348,8.253776435,2.235649547,1.127895267
Ca2.91Mo0.2W0.8O6Eu0.09,Ca2.91Mo0.2W0.8O6,Eu,3,0.09,298,613,465,https://doi.org/10.1016/j.jlumin.2020.117212,"mp-781505,mp-779906", icsd-262323,0.605449041,0.020181635,0.585267407,144,74,8,66,335.8574,183.84,15.9994,167.8406,5.2,1.8,0.6,1.2,8.96,3.44,1,2.44,15,5,2,3,34.68767047,13.618055,6.11315547,7.50489953,0.272321428,0.23076923,2.884615379,2.332343055,1.087,3.44,1.14,1.17514968,2.61049445,17.53784057,10.87991927,5.921291625,8.246215943,2.240161453,1.130171544
Ca2.89Mo0.2W0.8O6Eu0.11,Ca2.89Mo0.2W0.8O6,Eu,3,0.11,298,613,465,https://doi.org/10.1016/j.jlumin.2020.117212,"mp-781505,mp-779906", icsd-262323,0.606673407,0.020222447,0.586450961,144,74,8,66,335.8574,183.84,15.9994,167.8406,5.2,1.8,0.6,1.2,8.96,3.44,1,2.44,15,5,2,3,34.68767047,13.618055,6.11315547,7.50489953,0.272321428,0.23076923,2.884615379,2.332343055,1.087,3.44,1.14,1.175220762,2.613751264,17.53286148,10.89787664,5.917087968,8.238624874,2.244691608,1.132457027
Ca2.87Mo0.2W0.8O6Eu0.13,Ca2.87Mo0.2W0.8O6,Eu,3,0.13,298,613,465,https://doi.org/10.1016/j.jlumin.2020.117212,"mp-781505,mp-779906", icsd-262323,0.607902736,0.020263425,0.587639311,144,74,8,66,335.8574,183.84,15.9994,167.8406,5.2,1.8,0.6,1.2,8.96,3.44,1,2.44,15,5,2,3,34.68767047,13.618055,6.11315547,7.50489953,0.272321428,0.23076923,2.884615379,2.332343055,1.087,3.44,1.14,1.175292131,2.617021277,17.52786221,10.91590679,5.912867275,8.23100304,2.249240122,1.134751773
Ca2.85Mo0.2W0.8O6Eu0.15,Ca2.85Mo0.2W0.8O6,Eu,3,0.15,298,613,465,https://doi.org/10.1016/j.jlumin.2020.117212,"mp-781505,mp-779906", icsd-262323,0.609137056,0.020304569,0.588832487,144,74,8,66,335.8574,183.84,15.9994,167.8406,5.2,1.8,0.6,1.2,8.96,3.44,1,2.44,15,5,2,3,34.68767047,13.618055,6.11315547,7.50489953,0.272321428,0.23076923,2.884615379,2.332343055,1.087,3.44,1.14,1.17536379,2.620304569,17.52284264,10.93401015,5.908629442,8.223350254,2.253807107,1.137055838
Ca2.83Mo0.2W0.8O6Eu0.17,Ca2.83Mo0.2W0.8O6,Eu,3,0.17,298,613,465,https://doi.org/10.1016/j.jlumin.2020.117212,"mp-781505,mp-779906", icsd-262323,0.610376399,0.02034588,0.590030519,144,74,8,66,335.8574,183.84,15.9994,167.8406,5.2,1.8,0.6,1.2,8.96,3.44,1,2.44,15,5,2,3,34.68767047,13.618055,6.11315547,7.50489953,0.272321428,0.23076923,2.884615379,2.332343055,1.087,3.44,1.14,1.175435741,2.623601221,17.51780264,10.95218718,5.904374364,8.215666328,2.258392675,1.139369278
Ca2Sb2O7Bi0.015,Ca2Sb2O7,Bi,3,0.015,298,438,337,https://doi.org/10.1016/j.jallcom.2015.09.047,"mp-16280,mp-1190115,mp-14145", icsd-261535 icsd-77063 icsd-166282 icsd-238545 icsd-24245,0.636363636,0.181818182,0.454545455,79,51,8,43,177.8374,121.76,15.9994,105.7606,3.85,1.8,0.6,1.2,6.49,3.44,1,2.44,9,4,2,2,28.33959947,13.618055,6.11315547,7.50489953,0.375963019,0.311688311,2.337662332,2.251106329,1.17,3.44,1.14,1.16,2.743636364,18,13.27272727,5.818181818,8.545454545,3.636363636,0
LiCa2.995MgV3O12Bi0.005,LiCa2.995MgV3O12,Bi,3,0.005,298,500,310,https://doi.org/10.1016/j.materresbull.2018.11.011,,,0.600150038,0.050012503,0.550137534,66,23,3,20,138.2649,50.9415,6.941,44.0005,6.7,1.8,0.6,1.2,8.36,3.44,0.98,2.46,12,4,1,3,39.51534847,13.618055,5.391714996,8.226340004,0.294258373,0.179104477,1.791044773,2.094922727,1.17,3.44,1.14,1.131622906,2.573393348,11.9979995,10.80220055,5.249312328,6.298574644,0.450112528,0
LiCa2.99MgV3O12Bi0.01,LiCa2.99MgV3O12,Bi,3,0.01,298,500,310,https://doi.org/10.1016/j.materresbull.2018.11.011,,,0.60030015,0.050025013,0.550275138,66,23,3,20,138.2649,50.9415,6.941,44.0005,6.7,1.8,0.6,1.2,8.36,3.44,0.98,2.46,12,4,1,3,39.51534847,13.618055,5.391714996,8.226340004,0.294258373,0.179104477,1.791044773,2.094922727,1.17,3.44,1.14,1.13162081,2.573786893,11.995998,10.8044022,5.248624312,6.297148574,0.450225113,0
LiCa2.98MgV3O12Bi0.02,LiCa2.98MgV3O12,Bi,3,0.02,298,500,310,https://doi.org/10.1016/j.materresbull.2018.11.011,,,0.600600601,0.05005005,0.550550551,66,23,3,20,138.2649,50.9415,6.941,44.0005,6.7,1.8,0.6,1.2,8.36,3.44,0.98,2.46,12,4,1,3,39.51534847,13.618055,5.391714996,8.226340004,0.294258373,0.179104477,1.791044773,2.094922727,1.17,3.44,1.14,1.131616617,2.574574575,11.99199199,10.80880881,5.247247247,6.294294294,0.45045045,0
LiCa2.96MgV3O12Bi0.04,LiCa2.96MgV3O12,Bi,3,0.04,298,500,310,https://doi.org/10.1016/j.materresbull.2018.11.011,,,0.601202405,0.0501002,0.551102204,66,23,3,20,138.2649,50.9415,6.941,44.0005,6.7,1.8,0.6,1.2,8.36,3.44,0.98,2.46,12,4,1,3,39.51534847,13.618055,5.391714996,8.226340004,0.294258373,0.179104477,1.791044773,2.094922727,1.17,3.44,1.14,1.131608216,2.576152305,11.98396794,10.81763527,5.244488978,6.288577154,0.450901804,0
LiCa2.94MgV3O12Bi0.06,LiCa2.94MgV3O12,Bi,3,0.06,298,500,310,https://doi.org/10.1016/j.materresbull.2018.11.011,,,0.601805416,0.050150451,0.551654965,66,23,3,20,138.2649,50.9415,6.941,44.0005,6.7,1.8,0.6,1.2,8.36,3.44,0.98,2.46,12,4,1,3,39.51534847,13.618055,5.391714996,8.226340004,0.294258373,0.179104477,1.791044773,2.094922727,1.17,3.44,1.14,1.131599799,2.5777332,11.97592778,10.82647944,5.241725176,6.282848546,0.451354062,0
LiCa2.92MgV3O12Bi0.08,LiCa2.92MgV3O12,Bi,3,0.08,298,500,310,https://doi.org/10.1016/j.materresbull.2018.11.011,,,0.602409639,0.050200803,0.552208835,66,23,3,20,138.2649,50.9415,6.941,44.0005,6.7,1.8,0.6,1.2,8.36,3.44,0.98,2.46,12,4,1,3,39.51534847,13.618055,5.391714996,8.226340004,0.294258373,0.179104477,1.791044773,2.094922727,1.17,3.44,1.14,1.131591365,2.579317269,11.96787149,10.83534137,5.238955823,6.277108434,0.451807229,0
Ca0.985TiO3Eu0.01,Ca0.985TiO3,Eu,3,0.01,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.601805416,0.197592778,0.404212638,50,22,8,14,103.9444,47.867,15.9994,31.8676,3.8,1.8,0.6,1.2,5.98,3.44,1,2.44,8,4,2,2,26.55933047,13.618055,6.11315547,7.50489953,0.408026755,0.315789473,2.105263152,2.078888,1.087,3.44,1.14,1.154376463,2.576730191,13.17953862,10.82647944,5.592778335,7.18555667,0.401203611,0
Ca0.925TiO3Eu0.05,Ca0.925TiO3,Eu,3,0.05,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.609137056,0.187817259,0.421319797,50,22,8,14,103.9444,47.867,15.9994,31.8676,3.8,1.8,0.6,1.2,5.98,3.44,1,2.44,8,4,2,2,26.55933047,13.618055,6.11315547,7.50489953,0.408026755,0.315789473,2.105263152,2.078888,1.087,3.44,1.14,1.154551607,2.595939086,13.0964467,10.93401015,5.563451777,7.126903553,0.406091371,0
Ca0.85TiO3Eu0.1,Ca0.85TiO3,Eu,3,0.1,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.618556701,0.175257732,0.443298969,50,22,8,14,103.9444,47.867,15.9994,31.8676,3.8,1.8,0.6,1.2,5.98,3.44,1,2.44,8,4,2,2,26.55933047,13.618055,6.11315547,7.50489953,0.408026755,0.315789473,2.105263152,2.078888,1.087,3.44,1.14,1.154776632,2.620618557,12.98969072,11.07216495,5.525773196,7.051546392,0.412371134,0
Ca0.775TiO3Eu0.15,Ca0.775TiO3,Eu,3,0.15,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.628272251,0.162303665,0.465968586,50,22,8,14,103.9444,47.867,15.9994,31.8676,3.8,1.8,0.6,1.2,5.98,3.44,1,2.44,8,4,2,2,26.55933047,13.618055,6.11315547,7.50489953,0.408026755,0.315789473,2.105263152,2.078888,1.087,3.44,1.14,1.155008726,2.646073298,12.87958115,11.21465969,5.486910995,6.97382199,0.418848168,0
Ca0.7TiO3Eu0.2,Ca0.7TiO3,Eu,3,0.2,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.638297872,0.14893617,0.489361702,50,22,8,14,103.9444,47.867,15.9994,31.8676,3.8,1.8,0.6,1.2,5.98,3.44,1,2.44,8,4,2,2,26.55933047,13.618055,6.11315547,7.50489953,0.408026755,0.315789473,2.105263152,2.078888,1.087,3.44,1.14,1.155248227,2.672340426,12.76595745,11.36170213,5.446808511,6.893617021,0.425531915,0
Ca0.55TiO3Eu0.3,Ca0.55TiO3,Eu,3,0.3,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.659340659,0.120879121,0.538461538,50,22,8,14,103.9444,47.867,15.9994,31.8676,3.8,1.8,0.6,1.2,5.98,3.44,1,2.44,8,4,2,2,26.55933047,13.618055,6.11315547,7.50489953,0.408026755,0.315789473,2.105263152,2.078888,1.087,3.44,1.14,1.155750916,2.727472527,12.52747253,11.67032967,5.362637363,6.725274725,0.43956044,0
Ca0.98TiO3Li0.01Eu0.01,Ca0.98TiO3Li0.01,Eu,3,0.01,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.601202405,0.002004008,0.599198397,53,22,3,19,110.8854,47.867,6.941,40.926,5.25,1.8,0.6,1.2,6.96,3.44,0.98,2.46,9,4,1,3,31.95104547,13.618055,5.391714996,8.226340004,0.353448275,0.228571428,1.714285711,2.092177358,1.087,3.44,1.14,1.153881096,2.57511022,13.15230461,10.81563126,5.585170341,7.166332665,0.400801603,0
Ca0.9TiO3Li0.05Eu0.05,Ca0.9TiO3Li0.05,Eu,3,0.05,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.606060606,0.01010101,0.595959596,53,22,3,19,110.8854,47.867,6.941,40.926,5.25,1.8,0.6,1.2,6.96,3.44,0.98,2.46,9,4,1,3,31.95104547,13.618055,5.391714996,8.226340004,0.353448275,0.228571428,1.714285711,2.092177358,1.087,3.44,1.14,1.152053872,2.587676768,12.95959596,10.87878788,5.525252525,7.03030303,0.404040404,0
Ca0.8TiO3Li0.1Eu0.1,Ca0.8TiO3Li0.1,Eu,3,0.1,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.612244898,0.020408163,0.591836735,53,22,3,19,110.8854,47.867,6.941,40.926,5.25,1.8,0.6,1.2,6.96,3.44,0.98,2.46,9,4,1,3,31.95104547,13.618055,5.391714996,8.226340004,0.353448275,0.228571428,1.714285711,2.092177358,1.087,3.44,1.14,1.149727891,2.603673469,12.71428571,10.95918367,5.448979592,6.857142857,0.408163265,0
Ca0.7TiO3Li0.15Eu0.15,Ca0.7TiO3Li0.15,Eu,3,0.15,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.618556701,0.030927835,0.587628866,53,22,3,19,110.8854,47.867,6.941,40.926,5.25,1.8,0.6,1.2,6.96,3.44,0.98,2.46,9,4,1,3,31.95104547,13.618055,5.391714996,8.226340004,0.353448275,0.228571428,1.714285711,2.092177358,1.087,3.44,1.14,1.147353952,2.62,12.46391753,11.04123711,5.371134021,6.680412371,0.412371134,0
Ca0.6TiO3Li0.2Eu0.2,Ca0.6TiO3Li0.2,Eu,3,0.2,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.625,0.041666667,0.583333333,53,22,3,19,110.8854,47.867,6.941,40.926,5.25,1.8,0.6,1.2,6.96,3.44,0.98,2.46,9,4,1,3,31.95104547,13.618055,5.391714996,8.226340004,0.353448275,0.228571428,1.714285711,2.092177358,1.087,3.44,1.14,1.144930556,2.636666667,12.20833333,11.125,5.291666667,6.5,0.416666667,0
